f_preferred_name,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,f_name,f_p,f_m_p,f_e,f_a,
HIP 85312 ,0.14 ,-1.76 ,-0.13 ,0.10 ,0.09 ,0.04 ,0.25 ,0.24 ,0.19 ,0.16 ,0.24 ,0.23 ,0.26 ,0.07 ,0.19 ,0.10 ,0.38 ,261.5001790 ,-50.6335064 ,-12.869 ,-86.113 ,-106.127 ,137.27 ,thin ,G8III ,5.19 ,1.055 ,19.50 ,3.90 ,-7.00 ,4824.0 ,,,19.65 ,,,,,,
HIP 19777 ,0.20 ,-3.14 ,-0.04 ,0.12 ,0.51 ,0.42 ,0.51 ,0.43 ,0.39 ,0.28 ,0.34 ,0.41 ,0.38 ,0.25 ,0.35 ,0.35 ,0.34 ,63.5986930 ,-10.2562740 ,32.507 ,65.482 ,-13.228 ,74.29 ,thin ,K2III ,4.86 ,1.156 ,31.10 ,-38.70 ,-26.60 ,4573.3 ,2.65 ,,12.87 ,,,,,,
HIP 19780 ,0.15 ,-1.88 ,-0.23 ,-0.13 ,0.42 ,0.22 ,0.20 ,0.22 ,0.20 ,0.11 ,0.13 ,0.14 ,0.12 ,0.08 ,0.11 ,0.10 ,0.16 ,63.6061434 ,-62.4738004 ,9.994 ,20.138 ,-43.138 ,48.64 ,thin ,G8IIIa: ,3.36 ,0.915 ,-12.00 ,-30.70 ,-20.10 ,5069.0 ,2.81 ,,,,,,,,
HIP 41526 ,0.08 ,-1.25 ,,,,,,-0.14 ,,,0.06 ,-0.13 ,,,-0.21 ,0.08 ,,127.0373571 ,47.3021888 ,-18.388 ,24.369 ,33.085 ,45.02 ,thin ,G0V ,7.99 ,0.639 ,-1.90 ,-9.40 ,-2.90 ,5830.3 ,4.27 ,1.05 ,1.03 ,,,,,,
HIP 85320 ,-0.09 ,,,-0.05 ,-0.14 ,0.09 ,-0.03 ,-0.07 ,-0.06 ,-0.07 ,-0.01 ,-0.12 ,-0.13 ,-0.33 ,-0.03 ,-0.13 ,-0.06 ,261.5283162 ,-28.5436008 ,-11.644 ,-78.178 ,-42.993 ,89.98 ,thick ,G8IV/V ,7.81 ,0.869 ,-80.10 ,-90.50 ,18.90 ,5034.0 ,3.46 ,,3.31 ,,,,,,
HIP 19786 ,0.19 ,,0.15 ,0.17 ,0.14 ,0.17 ,0.14 ,0.16 ,0.16 ,0.29 ,0.14 ,0.16 ,0.22 ,0.12 ,0.16 ,0.16 ,0.36 ,63.6135606 ,12.4353146 ,20.511 ,41.344 ,10.177 ,47.26 ,thin ,G1 ,8.03 ,0.640 ,-41.40 ,-17.50 ,-2.50 ,5806.3 ,4.40 ,1.05 ,1.07 ,,,,,,
HIP 19788 ,0.12 ,,0.21 ,0.20 ,0.06 ,0.21 ,,0.14 ,0.16 ,,0.20 ,,,,,0.11 ,,63.6262468 ,3.0220529 ,13.904 ,28.043 ,1.652 ,31.34 ,thin ,K3V ,8.81 ,0.943 ,-72.30 ,13.90 ,3.00 ,4926.3 ,4.62 ,0.81 ,0.79 ,,,,,,
2MASS 19120285+4607033 ,0.06 ,,0.06 ,-0.05 ,-0.15 ,0.06 ,-0.02 ,0.01 ,0.06 ,,0.06 ,0.06 ,0.08 ,-0.04 ,,0.08 ,0.24 ,288.0119220 ,46.1175977 ,210.935 ,-648.731 ,709.307 ,984.11 ,N/A ,,,,,,,5543.0 ,4.51 ,0.98 ,0.91 ,b c ,6.511127 23.85163032 ,None None ,None None ,0.071 0.1658 ,
HIP 19793 ,0.25 ,-0.75 ,0.14 ,0.07 ,0.02 ,0.12 ,0.02 ,0.13 ,0.18 ,0.22 ,0.15 ,0.14 ,0.22 ,0.10 ,0.12 ,0.18 ,0.28 ,63.6346432 ,23.5749439 ,18.622 ,37.571 ,18.298 ,45.75 ,thin ,G3V ,8.05 ,0.657 ,-42.90 ,-20.70 ,-0.80 ,5769.2 ,4.42 ,1.05 ,1.02 ,,,,,,
HIP 19796 ,0.23 ,,0.15 ,0.16 ,0.30 ,0.19 ,0.33 ,0.20 ,0.19 ,0.68 ,0.23 ,0.19 ,0.26 ,0.04 ,0.14 ,0.19 ,0.46 ,63.6430867 ,10.7013877 ,19.543 ,39.444 ,8.319 ,44.80 ,thin ,F8V ,7.08 ,0.514 ,-40.80 ,-18.90 ,-0.70 ,6308.4 ,4.35 ,1.21 ,1.32 ,,,,,,
HIP 19797 ,-1.55 ,-1.12 ,-1.48 ,-1.21 ,-1.60 ,-1.30 ,,-1.36 ,-1.30 ,,-1.25 ,-0.94 ,-1.71 ,-1.97 ,-1.12 ,-1.64 ,-1.69 ,63.6479841 ,22.3511817 ,36.291 ,73.262 ,33.617 ,88.40 ,thick ,F2 ,9.23 ,0.362 ,-357.20 ,-166.20 ,-75.70 ,6059.9 ,4.21 ,1.16 ,1.02 ,,,,,,
BD+44 03244 ,-0.08 ,,-0.11 ,-0.16 ,-0.23 ,-0.06 ,-0.28 ,-0.15 ,-0.06 ,,-0.11 ,-0.17 ,-0.14 ,-0.28 ,,-0.13 ,0.07 ,296.5743614 ,44.8276702 ,57.428 ,-114.810 ,127.602 ,181.00 ,N/A ,,9.51 ,,,,,5552.8 ,3.85 ,0.98 ,2.45 ,,,,,,
2MASS 19025086+4942239 ,-0.06 ,,-0.04 ,-0.03 ,-0.21 ,,-0.06 ,-0.03 ,-0.03 ,,0.06 ,0.07 ,-0.07 ,-0.30 ,,-0.05 ,-0.13 ,285.7119291 ,49.7066653 ,127.610 ,-453.623 ,555.787 ,728.67 ,N/A ,,,,,,,5840.0 ,4.33 ,1.05 ,1.15 ,b ,14.53255917 ,None ,None ,None ,
HIP 85340 ,0.36 ,,-0.38 ,,0.30 ,0.03 ,0.19 ,0.03 ,-0.47 ,-0.34 ,0.19 ,0.69 ,0.43 ,0.09 ,0.55 ,0.58 ,0.98 ,261.5925694 ,-24.1753081 ,-3.318 ,-22.451 ,-10.188 ,24.88 ,thin ,A3MF0(IV) ,4.17 ,0.283 ,-35.80 ,-13.00 ,-11.60 ,7380.0 ,4.01 ,1.73 ,1.91 ,,,,,,
HIP 19805 ,0.04 ,-2.98 ,,,,,,,,,,,,,,,,63.7022760 ,-62.1918080 ,16.654 ,33.701 ,-71.274 ,80.58 ,thin ,K0III ,5.45 ,1.106 ,-33.50 ,-19.40 ,-35.60 ,4699.0 ,,,10.74 ,,,,,,
HIP 19807 ,0.21 ,,0.21 ,0.34 ,0.06 ,0.20 ,0.06 ,0.11 ,0.21 ,,0.19 ,,0.15 ,0.21 ,,0.18 ,,63.7139660 ,-25.0112127 ,33.240 ,67.298 ,-35.019 ,82.83 ,N/A ,G3V ,9.16 ,0.667 ,,,,5830.0 ,4.37 ,1.05 ,1.11 ,,,,,,
HIP 19809 ,-0.34 ,-0.98 ,-0.26 ,0.04 ,-0.30 ,-0.22 ,-0.42 ,-0.30 ,-0.29 ,-0.19 ,-0.28 ,-0.34 ,-0.35 ,-0.55 ,-0.27 ,-0.37 ,-0.26 ,63.7167838 ,-5.3964870 ,28.873 ,58.463 ,-6.160 ,65.49 ,N/A ,F8/G0V ,8.46 ,0.545 ,,,,6016.0 ,4.46 ,1.11 ,1.12 ,,,,,,
HIP 118114 ,-0.06 ,,,,0.22 ,0.15 ,0.07 ,0.04 ,,0.11 ,0.02 ,0.07 ,-0.01 ,0.29 ,0.08 ,-0.05 ,,359.3869239 ,-82.1698088 ,13.270 ,-0.142 ,-96.503 ,97.41 ,thin ,K0III ,5.73 ,1.055 ,24.40 ,-19.80 ,-4.10 ,4782.0 ,2.52 ,,10.81 ,,,,,,
HIP 118115 ,0.01 ,-2.36 ,0.08 ,,-0.09 ,0.08 ,0.06 ,-0.03 ,0.03 ,0.10 ,0.02 ,-0.10 ,-0.01 ,-0.12 ,0.02 ,-0.03 ,-0.06 ,359.3896609 ,-9.6475196 ,50.565 ,-0.539 ,-8.596 ,51.29 ,thick ,G3V ,7.88 ,0.643 ,-75.30 ,-83.90 ,-2.50 ,5783.2 ,4.33 ,1.04 ,1.24 ,,,,,,
HIP 19812 ,-0.05 ,,-0.31 ,,,,,,,,,,,,,,,63.7244350 ,48.4093281 ,86.731 ,175.676 ,220.741 ,295.15 ,thin ,G0Ib ,4.16 ,0.935 ,-32.60 ,-7.30 ,-12.30 ,5339.0 ,1.50 ,,57.15 ,,,,,,
HIP 118117 ,-0.02 ,,,,-0.02 ,0.02 ,-0.06 ,-0.05 ,0.09 ,0.12 ,-0.02 ,,0.01 ,-0.09 ,-0.02 ,0.02 ,-0.01 ,359.3929826 ,73.8658384 ,16.244 ,-0.172 ,56.157 ,58.46 ,thin ,F6IV ,7.58 ,0.508 ,-22.40 ,-26.00 ,-13.90 ,6487.5 ,4.37 ,1.35 ,1.25 ,,,,,,
HIP 19814 ,-0.71 ,,-0.65 ,-0.50 ,-1.21 ,-0.63 ,,-0.82 ,-0.50 ,,-0.45 ,,-0.74 ,-1.06 ,,-0.88 ,,63.7421123 ,-5.6302387 ,38.225 ,77.486 ,-8.518 ,86.82 ,thick ,G:... ,10.60 ,0.705 ,-333.00 ,-167.20 ,-2.60 ,5353.0 ,4.47 ,0.91 ,0.75 ,,,,,,
HIP 19816 ,-0.24 ,,,,-0.06 ,0.10 ,-0.16 ,0.02 ,-0.01 ,,-0.17 ,,-0.29 ,,,-0.18 ,,63.7451600 ,-0.9974405 ,161.508 ,327.437 ,-6.357 ,365.16 ,thin ,G8II/III ,7.99 ,0.933 ,3.40 ,-26.40 ,-2.60 ,4802.0 ,2.22 ,,12.59 ,,,,,,
HIP 118123 ,-0.35 ,-1.07 ,-0.35 ,-0.32 ,-0.37 ,-0.27 ,-0.36 ,-0.34 ,-0.25 ,-0.25 ,-0.28 ,-0.37 ,-0.35 ,-0.57 ,-0.38 ,-0.38 ,-0.19 ,359.3976860 ,-65.7755629 ,16.863 ,-0.177 ,-37.482 ,41.10 ,thin ,G5VFe-0.9 ,8.21 ,0.613 ,-41.20 ,-25.50 ,-8.10 ,5805.8 ,4.54 ,1.04 ,0.87 ,,,,,,
B-01 03943 ,0.39 ,,0.31 ,0.31 ,0.39 ,0.33 ,0.34 ,0.38 ,0.41 ,,0.35 ,0.34 ,0.38 ,0.41 ,,0.48 ,0.42 ,304.5388372 ,-1.0757251 ,84.585 ,-122.894 ,-2.801 ,149.22 ,N/A ,,,,,,,5806.0 ,4.05 ,1.04 ,1.60 ,b ,2.13775 ,0.944 ,0.03 ,0.03705 ,
BD+40 03567 ,0.28 ,,0.28 ,0.34 ,0.26 ,0.24 ,0.17 ,0.22 ,0.29 ,,0.20 ,0.15 ,0.22 ,0.24 ,,0.27 ,0.40 ,285.4377126 ,41.0805781 ,36.306 ,-131.469 ,118.899 ,180.94 ,N/A ,,9.27 ,,,,,6178.7 ,4.18 ,1.19 ,2.08 ,,,,,,
HIP 19832 ,0.06 ,-2.27 ,0.20 ,0.20 ,,0.64 ,0.36 ,-0.20 ,0.57 ,0.10 ,0.63 ,0.08 ,0.42 ,0.23 ,0.49 ,-0.02 ,0.31 ,63.7897268 ,-4.4184392 ,15.437 ,31.357 ,-2.701 ,35.05 ,thin ,K5+V ,9.33 ,1.209 ,-16.70 ,-17.80 ,-12.20 ,5209.0 ,4.42 ,0.88 ,0.65 ,,,,,,
HIP 85373 ,-0.62 ,,,-0.13 ,-0.68 ,-0.44 ,-0.74 ,-0.34 ,-0.51 ,,-0.38 ,-0.44 ,-0.43 ,-1.01 ,-0.56 ,-0.59 ,,261.6725388 ,31.0594461 ,-8.649 ,-59.087 ,35.966 ,69.71 ,thick ,G8V ,9.57 ,0.840 ,-66.50 ,-106.80 ,67.80 ,5379.0 ,4.52 ,0.93 ,0.90 ,,,,,,
HIP 118143 ,0.10 ,,0.24 ,0.31 ,0.10 ,0.14 ,0.06 ,0.09 ,0.07 ,0.13 ,0.10 ,0.12 ,0.13 ,0.02 ,0.15 ,0.14 ,0.11 ,359.4589161 ,-30.4479411 ,46.076 ,-0.435 ,-27.086 ,53.45 ,thin ,G8V ,8.83 ,0.748 ,40.90 ,-32.80 ,-2.70 ,5529.8 ,4.45 ,0.97 ,0.94 ,,,,,,
HIP 85378 ,-0.48 ,,-0.12 ,0.01 ,-0.46 ,-0.17 ,-0.28 ,-0.26 ,-0.29 ,-0.18 ,-0.26 ,-0.43 ,-0.53 ,-0.88 ,-0.32 ,-0.47 ,,261.6799875 ,31.0771930 ,-8.611 ,-58.881 ,35.865 ,69.48 ,thick ,G1V ,8.50 ,0.626 ,-65.20 ,-105.60 ,65.20 ,5744.9 ,4.11 ,1.03 ,1.31 ,,,,,,
HIP 85381 ,-0.08 ,,,,-0.06 ,0.01 ,-0.25 ,-0.08 ,0.06 ,0.20 ,0.09 ,0.02 ,-0.08 ,-0.18 ,0.07 ,-0.06 ,0.07 ,261.6915122 ,31.2192511 ,-9.069 ,-62.103 ,38.038 ,73.39 ,thin ,F5V ,7.13 ,0.483 ,37.90 ,-18.60 ,-12.50 ,6496.5 ,3.98 ,1.32 ,1.96 ,,,,,,
HIP 19849 ,-0.29 ,-2.68 ,0.03 ,0.05 ,-0.20 ,-0.02 ,0.02 ,-0.12 ,-0.14 ,,0.09 ,-0.01 ,-0.23 ,-0.46 ,-0.07 ,-0.23 ,-0.33 ,63.8180002 ,-7.6528711 ,2.202 ,4.479 ,-0.671 ,5.04 ,thin ,K0.5V ,4.43 ,0.820 ,96.40 ,-12.20 ,-41.00 ,5131.4 ,4.51 ,0.85 ,0.85 ,b ,42.378 ,0.02665 ,0.04 ,None ,
HIP 118156 ,0.20 ,,0.34 ,,,,,,,,,,,,,,,359.5117754 ,-1.9800334 ,65.085 ,-0.555 ,-2.250 ,65.13 ,N/A ,G5/6IV ,8.95 ,0.723 ,,,,5700.0 ,4.44 ,1.02 ,1.01 ,,,,,,
HIP 41538 ,-0.32 ,,,-0.14 ,,,,-0.38 ,,-0.28 ,-0.40 ,,,,,-0.39 ,,127.0606547 ,0.2439422 ,-112.779 ,149.334 ,0.797 ,187.14 ,thick ,K1IV ,7.29 ,1.160 ,-68.20 ,-84.90 ,25.80 ,4469.0 ,2.20 ,,12.03 ,,,,,,
HIP 19855 ,0.02 ,-1.07 ,-0.15 ,-0.04 ,-0.08 ,0.06 ,0.06 ,,0.06 ,0.08 ,0.06 ,-0.04 ,0.06 ,-0.10 ,0.01 ,-0.05 ,0.14 ,63.8574465 ,6.1996526 ,9.676 ,19.714 ,2.386 ,22.09 ,thin ,G6V ,6.92 ,0.680 ,14.20 ,-1.30 ,-9.10 ,5624.0 ,4.52 ,1.00 ,0.89 ,,,,,,
HIP 118162 ,0.12 ,-2.78 ,0.09 ,-0.04 ,0.03 ,0.10 ,0.15 ,0.10 ,0.15 ,0.30 ,0.11 ,0.04 ,0.11 ,,0.23 ,0.09 ,0.12 ,359.5283888 ,50.4476783 ,15.261 ,-0.126 ,18.479 ,23.97 ,thin ,G4V ,6.64 ,0.694 ,-4.90 ,8.80 ,27.50 ,5735.7 ,4.39 ,1.03 ,1.02 ,,,,,,
HIP 19859 ,0.01 ,-0.53 ,-0.13 ,0.04 ,-0.16 ,0.07 ,-0.07 ,-0.07 ,0.10 ,0.18 ,0.03 ,-0.12 ,-0.01 ,-0.17 ,0.01 ,-0.09 ,0.10 ,63.8700021 ,6.1868611 ,9.664 ,19.701 ,2.379 ,22.07 ,thin ,G0VCH-0.4 ,6.30 ,0.570 ,14.30 ,-0.30 ,-9.50 ,5983.3 ,4.46 ,1.08 ,1.05 ,,,,,,
HIP 19861 ,0.10 ,,,,0.13 ,-0.30 ,0.10 ,0.05 ,0.22 ,,0.15 ,0.32 ,0.18 ,0.18 ,0.14 ,0.11 ,,63.8850277 ,58.5222745 ,6.428 ,13.113 ,23.851 ,27.97 ,thin ,K3 ,8.71 ,1.012 ,-40.40 ,-18.60 ,-1.40 ,4810.0 ,4.54 ,0.78 ,0.78 ,,,,,,
2MASS 07432434+7248500 ,-1.33 ,,,-0.57 ,,,,,,,-0.91 ,,,,,,,115.8516235 ,72.8135690 ,-7.590 ,15.665 ,56.281 ,58.91 ,N/A ,,13.10 ,,,,,4040.0 ,4.92 ,,,,,,,,
HIP 85400 ,-0.32 ,-1.39 ,,-0.08 ,,,,,,,,,,,,,,261.7643788 ,46.2715040 ,-7.868 ,-54.357 ,57.417 ,79.46 ,thin ,G0 ,8.60 ,0.637 ,31.90 ,-42.50 ,43.90 ,5886.0 ,4.09 ,1.06 ,1.34 ,,,,,,
HIP 85402 ,0.27 ,,0.15 ,,,,,,,,,,,,,,,261.7777805 ,21.7195829 ,-7.656 ,-52.982 ,21.324 ,57.62 ,thin ,G0 ,8.01 ,0.594 ,-13.20 ,-18.60 ,-1.60 ,6165.5 ,4.39 ,1.18 ,1.14 ,,,,,,
2MASS 18591050+4457017 ,0.12 ,,0.12 ,0.08 ,0.13 ,0.27 ,,0.05 ,0.14 ,,0.07 ,0.03 ,0.04 ,,,0.04 ,,284.7937423 ,44.9504602 ,48.439 ,-183.414 ,189.375 ,268.05 ,N/A ,,10.07 ,,,,,6112.0 ,4.09 ,1.16 ,2.18 ,,,,,,
HIP 19877 ,0.19 ,0.02 ,-0.01 ,0.26 ,0.08 ,0.03 ,,0.38 ,,,,,,,,0.25 ,,63.9428517 ,15.4006962 ,19.841 ,40.577 ,12.442 ,46.85 ,thin ,F3V ,6.30 ,0.400 ,-40.10 ,-18.60 ,-0.80 ,6752.1 ,4.26 ,1.42 ,1.70 ,,,,,,
HIP 85414 ,0.14 ,,,,0.07 ,0.20 ,0.12 ,0.15 ,0.26 ,0.15 ,0.24 ,0.21 ,0.19 ,-0.02 ,0.07 ,0.13 ,,261.8080864 ,42.2180515 ,-5.136 ,-35.675 ,32.702 ,48.67 ,thin ,G5 ,8.30 ,0.681 ,2.20 ,8.00 ,-15.80 ,5826.0 ,4.49 ,1.05 ,0.97 ,,,,,,
HIP 85423 ,0.18 ,-0.72 ,-0.06 ,0.24 ,0.12 ,0.16 ,-0.12 ,0.05 ,0.27 ,0.64 ,0.31 ,0.25 ,-0.01 ,-0.31 ,0.26 ,0.14 ,0.51 ,261.8386486 ,-29.8670346 ,-4.121 ,-28.735 ,-16.670 ,33.48 ,thin ,F5III-IV ,4.29 ,0.402 ,37.80 ,-19.00 ,-12.80 ,6763.4 ,3.72 ,1.44 ,3.02 ,,,,,,
HIP 85425 ,-0.20 ,,-0.21 ,-0.10 ,-0.24 ,-0.16 ,-0.20 ,-0.20 ,-0.16 ,-0.17 ,-0.10 ,-0.20 ,-0.19 ,-0.36 ,-0.23 ,-0.24 ,-0.10 ,261.8414742 ,-38.0614528 ,-3.473 ,-24.223 ,-19.161 ,31.08 ,thin ,G6V ,7.90 ,0.685 ,-24.70 ,-11.80 ,21.10 ,5547.5 ,4.50 ,0.98 ,0.85 ,,,,,,
HIP 19890 ,-0.06 ,-3.28 ,,,,,,,,,,,,,,,,63.9975559 ,-84.1812414 ,7.003 ,14.356 ,-156.741 ,157.55 ,N/A ,K0/1III ,6.99 ,1.131 ,,,,4824.0 ,,,10.31 ,,,,,,
HIP 52667 ,0.30 ,,0.25 ,,0.38 ,0.43 ,0.29 ,0.23 ,0.34 ,0.45 ,0.28 ,0.26 ,0.33 ,0.23 ,0.35 ,0.30 ,0.38 ,161.5384734 ,25.7610251 ,-40.263 ,13.442 ,20.484 ,47.13 ,thin ,G5V ,8.05 ,0.670 ,17.00 ,5.00 ,-8.10 ,5725.3 ,4.09 ,1.02 ,1.10 ,,,,,,
HIP 85436 ,0.16 ,,,,0.10 ,0.21 ,0.19 ,0.13 ,0.15 ,0.33 ,0.28 ,0.26 ,0.16 ,0.07 ,0.28 ,0.15 ,0.18 ,261.8940885 ,26.7949557 ,-3.853 ,-27.049 ,13.798 ,30.61 ,thin ,G9IV-V ,7.73 ,0.820 ,-47.20 ,-4.70 ,10.50 ,5375.0 ,4.42 ,0.93 ,0.99 ,,,,,,
HIP 52673 ,-0.57 ,-2.43 ,,-0.27 ,-0.54 ,-0.39 ,-0.62 ,-0.36 ,-0.46 ,,-0.45 ,-0.63 ,,-0.99 ,-0.52 ,-0.61 ,,161.5593348 ,-29.3404279 ,-61.980 ,20.667 ,-36.725 ,74.95 ,thick ,G5 ,9.58 ,0.638 ,39.70 ,-107.80 ,-37.20 ,5608.8 ,4.56 ,1.01 ,0.89 ,,,,,,
2MASS 21075543+5943198 ,-0.84 ,,,-0.49 ,,,,,,,-0.66 ,,,,,,,316.9808262 ,59.7220371 ,8.910 ,-8.315 ,20.874 ,24.17 ,N/A ,,,,,,,3715.0 ,4.97 ,0.23 ,0.26 ,,,,,,
HIP 52676 ,0.03 ,-1.14 ,0.10 ,0.01 ,0.03 ,0.06 ,0.03 ,0.04 ,0.08 ,0.12 ,0.08 ,-0.03 ,0.01 ,-0.10 ,0.06 ,0.02 ,0.10 ,161.5629834 ,-41.4643684 ,-30.816 ,10.273 ,-28.703 ,43.35 ,thin ,G2/3V ,7.49 ,0.595 ,4.70 ,-49.70 ,-0.80 ,6003.0 ,4.40 ,1.10 ,1.18 ,,,,,,
HIP 19911 ,-0.06 ,-1.02 ,-0.02 ,0.05 ,-0.12 ,-0.03 ,-0.06 ,-0.14 ,-0.01 ,,0.02 ,-0.06 ,-0.05 ,-0.22 ,-0.19 ,-0.13 ,0.06 ,64.0688423 ,7.1593826 ,16.928 ,34.814 ,4.863 ,39.02 ,thin ,G0V ,7.51 ,0.661 ,22.80 ,4.00 ,-5.70 ,5688.0 ,4.42 ,,,,,,,,
HIP 52686 ,0.21 ,-3.07 ,0.08 ,0.08 ,0.34 ,0.36 ,0.39 ,0.36 ,0.19 ,0.27 ,0.24 ,0.29 ,0.28 ,0.32 ,0.42 ,0.29 ,0.24 ,161.6022750 ,18.8915211 ,-49.367 ,16.420 ,17.804 ,54.99 ,thin ,K2III ,5.50 ,1.134 ,29.40 ,-0.40 ,2.80 ,4607.0 ,2.80 ,,7.64 ,,,,,,
HIP 52689 ,-0.06 ,-3.40 ,-0.30 ,-0.20 ,0.12 ,0.01 ,0.13 ,0.11 ,0.10 ,-0.05 ,-0.05 ,-0.14 ,0.02 ,-0.13 ,-0.03 ,-0.06 ,0.01 ,161.6053217 ,14.1946468 ,-78.774 ,26.196 ,20.998 ,85.63 ,thin ,K0III ,5.49 ,0.908 ,-42.90 ,-49.50 ,-5.60 ,5067.3 ,2.90 ,,8.94 ,,,,,,
HIP 118227 ,-1.15 ,,,,,,,,-1.23 ,,,,,,,-0.89 ,,359.7150466 ,-28.8542141 ,135.383 ,-0.673 ,-74.595 ,154.57 ,N/A ,sdF/G ,10.81 ,0.460 ,,,,6268.0 ,4.60 ,1.18 ,0.86 ,,,,,,
HIP 118228 ,0.32 ,,0.38 ,0.22 ,0.43 ,0.30 ,0.27 ,0.36 ,0.26 ,0.46 ,0.30 ,0.28 ,0.32 ,0.34 ,0.36 ,0.38 ,0.40 ,359.7156809 ,-61.5867723 ,37.619 ,-0.187 ,-69.537 ,79.06 ,thin ,F8/G0IV/V ,8.06 ,0.581 ,-28.50 ,-15.10 ,6.90 ,6288.0 ,4.19 ,1.23 ,1.48 ,b ,1189.1 ,5.97 ,0.464 ,2.28 ,
HIP 19925 ,0.09 ,-1.66 ,0.03 ,-0.05 ,,0.10 ,0.03 ,0.04 ,0.12 ,0.11 ,0.09 ,,0.08 ,-0.02 ,0.08 ,0.07 ,0.15 ,64.1260055 ,-0.5728037 ,18.799 ,38.760 ,-0.431 ,43.08 ,thin ,G3V ,8.07 ,0.669 ,28.50 ,-15.90 ,-18.30 ,5768.8 ,4.45 ,1.04 ,0.97 ,,,,,,
HIP 118234 ,-0.16 ,-3.28 ,,,,,,,,,,,,,,,,359.7324184 ,-52.7458077 ,48.550 ,-0.227 ,-63.837 ,80.20 ,thin ,K0III ,5.13 ,1.121 ,-34.70 ,15.10 ,-3.00 ,4635.0 ,,,13.01 ,,,,,,
HIP 19934 ,0.14 ,,0.26 ,-0.04 ,0.08 ,0.10 ,0.08 ,0.11 ,0.16 ,0.16 ,0.12 ,0.17 ,0.18 ,0.15 ,0.13 ,0.13 ,0.23 ,64.1394894 ,21.9074675 ,20.648 ,42.597 ,19.037 ,51.02 ,thin ,K0V ,9.10 ,0.813 ,-42.90 ,-19.50 ,-1.20 ,5323.4 ,4.50 ,0.94 ,0.84 ,,,,,,
HIP 85474 ,0.25 ,,0.41 ,0.59 ,0.29 ,0.58 ,0.40 ,0.29 ,0.32 ,0.50 ,0.32 ,0.38 ,0.20 ,0.07 ,0.45 ,0.19 ,0.16 ,262.0097420 ,-8.2083763 ,-12.693 ,-90.425 ,-13.172 ,92.26 ,thick ,F7V ,6.39 ,0.570 ,-40.90 ,-85.50 ,-13.40 ,6422.5 ,3.71 ,1.32 ,3.58 ,,,,,,
HIP 52708 ,-0.69 ,,-0.54 ,,-0.40 ,-0.57 ,-0.38 ,-0.72 ,-0.35 ,0.12 ,-0.17 ,0.14 ,-0.50 ,-0.89 ,-0.52 ,-0.70 ,,161.6537579 ,-24.5854818 ,-18.329 ,6.078 ,-8.835 ,21.24 ,N/A ,K5V(k) ,9.37 ,1.165 ,,,,4580.5 ,4.48 ,0.71 ,0.55 ,,,,,,
HIP 118247 ,0.02 ,-0.45 ,0.08 ,,-0.02 ,-0.04 ,-0.16 ,-0.06 ,0.04 ,0.03 ,0.06 ,-0.09 ,0.01 ,-0.18 ,-0.10 ,-0.03 ,,359.7620717 ,-11.9383021 ,50.974 ,-0.212 ,-10.778 ,52.10 ,thin ,G1V ,8.05 ,0.579 ,-6.90 ,-18.60 ,-12.90 ,6148.0 ,4.67 ,1.17 ,1.03 ,,,,,,
2MASS 00565577+4427197 ,-0.05 ,,-0.03 ,-0.09 ,-0.23 ,-0.09 ,-0.23 ,-0.08 ,0.03 ,,-0.02 ,0.06 ,0.01 ,-0.20 ,,-0.06 ,0.07 ,14.2324423 ,44.4554207 ,62.011 ,15.729 ,62.770 ,89.63 ,N/A ,,,,,,,5740.8 ,4.54 ,1.03 ,0.90 ,,,,,,
HIP 19946 ,-0.27 ,,,0.05 ,,,,,,,,,,,,,,64.1694407 ,3.6989000 ,58.584 ,121.023 ,8.692 ,134.74 ,thick ,G0 ,9.91 ,0.783 ,-122.50 ,-22.90 ,-75.10 ,5704.4 ,4.16 ,1.02 ,1.40 ,,,,,,
2MASS 19481886+4930074 ,-0.05 ,,-0.10 ,-0.15 ,-0.20 ,-0.06 ,-0.15 ,-0.08 ,0.01 ,,-0.06 ,-0.03 ,-0.04 ,-0.26 ,,-0.06 ,-0.01 ,297.0786345 ,49.5020626 ,135.717 ,-265.458 ,349.102 ,459.09 ,N/A ,,,,,,,5199.0 ,4.57 ,0.88 ,0.81 ,,,,,,
HIP 52720 ,-0.19 ,,-0.21 ,,-0.22 ,-0.13 ,-0.09 ,-0.17 ,-0.15 ,-0.13 ,-0.08 ,-0.13 ,-0.20 ,-0.38 ,-0.17 ,-0.21 ,,161.6775486 ,-1.6879625 ,-53.292 ,17.648 ,-1.654 ,56.16 ,N/A ,G6V ,9.14 ,0.797 ,,,,5408.0 ,4.41 ,0.94 ,0.91 ,,,,,,
HIP 52721 ,-0.18 ,-3.28 ,,,-0.09 ,-0.17 ,-0.08 ,-0.09 ,-0.13 ,-0.08 ,-0.13 ,-0.08 ,-0.20 ,-0.29 ,-0.11 ,-0.21 ,,161.6780104 ,-26.0481511 ,-104.168 ,34.495 ,-53.633 ,122.14 ,thin ,K0/1III ,6.71 ,1.038 ,-97.10 ,-44.10 ,-8.30 ,4730.0 ,2.80 ,,9.07 ,,,,,,
