star_name,planet_letters,Fe,Li,C,O,Na,Mg,Al,Si,Ca,Sc,Ti,V,Cr,Mn,Co,Ni,Y,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_radius,hostname,pl_letter,gaia_id,tic_id,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratdor
2MASS 19102510+4210004,d,-0.42,,-0.28,-0.24,-0.52,-0.37,-0.52,-0.33,-0.36,,-0.33,-0.39,-0.45,-0.72,,-0.44,-0.48,287.6046368,42.1667375,89.845,-283.147,269.043,400.79,N/A,,12.73,,,,,5711.0,4.11,1.08,1.05,,,Gaia DR2 2102454253097554304,TIC 158553540,Transit,51.75529576,8.421e-05,-8.421e-05,,,,,,,,,,,,,0.231,0.029,-0.018,
HIP 15776,b,-0.42,-1.89,-0.34,-0.28,-0.37,-0.26,-0.32,-0.35,-0.3,-0.35,-0.29,-0.4,-0.43,-0.68,-0.36,-0.42,-0.27,50.8237528,-7.7940977,23.207,28.478,-5.028,37.08,thin,G5/6V,6.2,0.702,-4.5,-34.0,-45.2,5435.7,3.9,0.96,2.24,,,Gaia DR2 5168359139139252352,TIC 9967949,Radial Velocity,2.38128933,0.00015048,-0.00013443,0.034411,0.00144,-0.001553,0.239302,0.074628,-0.058434,,,,0.01445,0.00194,-0.00207,,,,
HIP 15776,c,-0.42,-1.89,-0.34,-0.28,-0.37,-0.26,-0.32,-0.35,-0.3,-0.35,-0.29,-0.4,-0.43,-0.68,-0.36,-0.42,-0.27,50.8237528,-7.7940977,23.207,28.478,-5.028,37.08,thin,G5/6V,6.2,0.702,-4.5,-34.0,-45.2,5435.7,3.9,0.96,2.24,,,Gaia DR2 5168359139139252352,TIC 9967949,Radial Velocity,25533.11353048,2549.01187087,-2322.57167558,16.763449,1.295117,-1.330307,0.040554,0.002825,-0.00766,16.999,2.935,-2.535,12.79888,2.35441,-2.13288,,,,
2MASS 19063018+3732142,b,0.16,,0.11,0.07,0.08,0.11,0.01,0.11,0.21,,0.12,0.04,0.12,0.14,,0.17,0.07,286.6257457,37.5373047,126.962,-425.186,340.951,559.6,N/A,,,,,,,6254.0,4.37,1.21,1.19,,,Gaia DR2 2099122522408063232,TIC 120964116,Transit,13.32351601,7.281e-05,-7.281e-05,0.1108,,,,,,89.38,,,,,,,,,25.81
HIP 15799,b,0.08,,0.06,0.07,0.06,0.15,0.09,0.16,0.1,0.16,0.05,0.11,0.11,0.02,0.11,0.11,0.14,50.8969005,-40.0763803,8.538,10.505,-11.39,17.69,thin,K0V,6.9,0.84,-7.9,-7.2,-9.9,5250.0,4.46,0.89,0.88,,,,TIC 160004049,Radial Velocity,10.6666864,0.00284829,-0.00231129,0.091179,0.003764,-0.004053,0.929006,0.042176,-0.079565,,,,0.03694,0.00951,-0.00725,,,,
2MASS 19463714+4650069,b,-0.03,,-0.12,-0.11,-0.33,-0.14,-0.27,-0.09,-0.01,,-0.08,-0.04,-0.02,-0.18,,-0.11,0.03,296.6547648,46.8352336,118.226,-235.529,280.983,385.23,N/A,,,,,,,5284.8,4.65,0.91,0.75,,,Gaia DR2 2080344586094498432,TIC 272601375,Transit,,,,,,,,,,,,,,,,0.142,0.043,-0.011,
2MASS 19463714+4650069,c,-0.03,,-0.12,-0.11,-0.33,-0.14,-0.27,-0.09,-0.01,,-0.08,-0.04,-0.02,-0.18,,-0.11,0.03,296.6547648,46.8352336,118.226,-235.529,280.983,385.23,N/A,,,,,,,5284.8,4.65,0.91,0.75,,,Gaia DR2 2080344586094498432,TIC 272601375,Transit,5.69059163,1.102e-05,-1.102e-05,0.0586,,,,,,87.76,,,,,,,,,14.68
2MASS 19463714+4650069,d,-0.03,,-0.12,-0.11,-0.33,-0.14,-0.27,-0.09,-0.01,,-0.08,-0.04,-0.02,-0.18,,-0.11,0.03,296.6547648,46.8352336,118.226,-235.529,280.983,385.23,N/A,,,,,,,5284.8,4.65,0.91,0.75,,,Gaia DR2 2080344586094498432,TIC 272601375,Transit,10.04156549,6.44e-06,-6.44e-06,,,,,,,,,,,,,,,,
2MASS 19463714+4650069,e,-0.03,,-0.12,-0.11,-0.33,-0.14,-0.27,-0.09,-0.01,,-0.08,-0.04,-0.02,-0.18,,-0.11,0.03,296.6547648,46.8352336,118.226,-235.529,280.983,385.23,N/A,,,,,,,5284.8,4.65,0.91,0.75,,,Gaia DR2 2080344586094498432,TIC 272601375,Transit,18.3697231,2.035e-05,-2.035e-05,0.1222,,,,,,89.95,,,,,,,,,64.8
2MASS 19214099+3751064,b,-0.11,,-0.12,-0.1,-0.28,-0.09,-0.19,-0.1,-0.08,,-0.1,-0.1,-0.12,-0.26,,-0.12,-0.04,290.4208316,37.8517879,60.214,-161.731,134.114,218.56,N/A,,,,,,,5511.0,4.5,0.97,0.91,,,Gaia DR2 2051106987063242880,TIC 122375047,Transit,9.28696447,3.83e-06,-3.83e-06,,,,,,,,,,,,,,,,
2MASS 19214099+3751064,c,-0.11,,-0.12,-0.1,-0.28,-0.09,-0.19,-0.1,-0.08,,-0.1,-0.1,-0.12,-0.26,,-0.12,-0.04,290.4208316,37.8517879,60.214,-161.731,134.114,218.56,N/A,,,,,,,5511.0,4.5,0.97,0.91,,,Gaia DR2 2051106987063242880,TIC 122375047,Transit Timing Variations,28.731,0.012,-0.005,,,,0.21,0.05,-0.07,,,,0.04122,0.0085,-0.0085,,,,
2MASS 19214099+3751064,d,-0.11,,-0.12,-0.1,-0.28,-0.09,-0.19,-0.1,-0.08,,-0.1,-0.1,-0.12,-0.26,,-0.12,-0.04,290.4208316,37.8517879,60.214,-161.731,134.114,218.56,N/A,,,,,,,5511.0,4.5,0.97,0.91,,,Gaia DR2 2051106987063242880,TIC 122375047,Radial Velocity,62.95,0.04,-0.3,,,,0.05,0.16,-0.01,,,,0.07079,0.00378,-0.01762,,,,
HIP 81375,b,0.29,-2.78,0.14,0.01,0.17,0.17,0.21,0.21,0.22,0.23,0.21,0.15,0.2,0.18,0.22,0.25,0.13,249.2851172,0.2543406,-7.171,-18.962,0.09,20.27,thin,K0V,7.09,0.828,7.5,13.4,1.8,5341.2,4.54,0.93,0.88,,,Gaia DR2 4383374219923745024,TIC 281738302,Radial Velocity,16521.52777877,6426.22917997,-3696.60572824,12.278296,3.229269,-1.929857,0.357139,0.162447,-0.236219,13.574,1.705,-1.48,12.2018,3.08863,-2.38696,,,,
HIP 48680,b,0.01,,0.06,0.07,0.04,0.04,0.11,0.04,,0.3,0.15,0.43,0.01,-0.17,0.11,0.02,,148.9271451,-18.1074055,-32.862,19.802,-12.546,40.37,thin,K2.5V,9.34,0.951,-70.1,-43.0,0.6,4942.3,4.46,0.81,0.78,,,Gaia DR2 5672053902679434112,TIC 101418130,Radial Velocity,25775.78858607,13279.46721399,-9595.00302859,16.107189,4.638337,-4.541219,0.218978,0.155755,-0.151717,29.821,17.89,-17.334,8.81576,2.92731,-2.32968,,,,
2MASS 19173311+5035493,b,0.07,,-0.05,-0.18,-0.06,0.05,-0.05,-0.05,0.08,,0.05,-0.07,0.07,-0.19,,,0.21,289.3880085,50.5970478,229.781,-652.934,842.593,1090.45,N/A,,,,,,,5553.0,4.15,0.98,1.38,,,Gaia DR2 2133124511477266176,TIC 299218776,Transit,5.53532955,1.926e-05,-1.926e-05,,,,,,,,,,,,,0.131,0.017,-0.011,
2MASS 19173311+5035493,c,0.07,,-0.05,-0.18,-0.06,0.05,-0.05,-0.05,0.08,,0.05,-0.07,0.07,-0.19,,,0.21,289.3880085,50.5970478,229.781,-652.934,842.593,1090.45,N/A,,,,,,,5553.0,4.15,0.98,1.38,,,Gaia DR2 2133124511477266176,TIC 299218776,Transit,16.7261969,0.0001475,-0.0001475,0.1257,,,,,,89.32,,,,,,,,,41.7
HIP 48711,b,0.22,-1.43,0.2,0.2,0.24,0.23,0.23,0.2,0.24,0.26,0.17,0.13,0.17,0.15,0.24,0.25,0.25,149.0246605,-3.8084231,-88.917,53.374,-6.903,103.94,thin,G1V,8.7,0.664,-38.3,-20.3,4.1,6018.0,4.18,1.08,1.63,,,Gaia DR2 3823126385045210880,TIC 62760824,Radial Velocity,2.1375,0.0002,-0.0002,0.035,,,0.008,0.004,-0.004,,,,1.5,,,,,,
HIP 48714,b,0.05,,,,,,,,,,-0.12,0.03,,,,,,149.0361301,62.7884632,-4.129,2.477,9.364,10.53,thin,M0,8.99,1.438,-25.3,-23.2,12.0,3831.0,4.66,0.58,0.6,,,Gaia DR2 1051547052218220160,TIC 287165117,Radial Velocity,17.818,0.002,-0.002,0.112,0.001,-0.001,0.5,0.08,-0.08,,,,0.07205,0.00881,-0.00881,,,,
2MASS 19562938+4152003,b,-0.09,,-0.1,-0.16,-0.36,-0.11,-0.2,-0.12,-0.01,,-0.08,-0.06,-0.05,-0.35,,-0.15,0.06,299.1224467,41.866755,111.381,-199.928,205.104,307.32,N/A,,,,,,,5672.0,4.47,1.01,0.97,,,Gaia DR2 2075377679763353984,TIC 171510762,Transit,125.62887621,5.757e-05,-5.757e-05,0.4899,,,,,,89.95,,,,,,,,,111.6253
2MASS 19562938+4152003,c,-0.09,,-0.1,-0.16,-0.36,-0.11,-0.2,-0.12,-0.01,,-0.08,-0.06,-0.05,-0.35,,-0.15,0.06,299.1224467,41.866755,111.381,-199.928,205.104,307.32,N/A,,,,,,,5672.0,4.47,1.01,0.97,,,Gaia DR2 2075377679763353984,TIC 171510762,Transit Timing Variations,1000.0,,,2.42,0.5,-0.51,0.5,0.1,-0.1,,,,2.4,1.2,-1.2,,,,
HIP 48739,b,-0.01,-1.11,0.04,0.05,-0.06,0.07,-0.1,-0.02,-0.04,-0.07,-0.01,-0.15,-0.02,-0.11,-0.16,-0.08,,149.1243507,-24.0993877,-35.791,21.4,-18.653,45.68,thin,G2V,7.93,0.647,-38.7,-18.3,-8.5,5930.8,4.46,1.09,1.03,,,Gaia DR2 5660492297395345408,TIC 22221375,Radial Velocity,1534.0,280.0,-280.0,2.6,0.4,-0.4,0.73,0.21,-0.21,,,,1.5,1.0,-1.0,,,,
HIP 48739,c,-0.01,-1.11,0.04,0.05,-0.06,0.07,-0.1,-0.02,-0.04,-0.07,-0.01,-0.15,-0.02,-0.11,-0.16,-0.08,,149.1243507,-24.0993877,-35.791,21.4,-18.653,45.68,thin,G2V,7.93,0.647,-38.7,-18.3,-8.5,5930.8,4.46,1.09,1.03,,,Gaia DR2 5660492297395345408,TIC 22221375,Transit,3.98442,0.00018,-0.00018,0.049,0.001,-0.001,0.075,0.065,-0.048,86.45,0.26,-0.16,0.02281,0.00374,-0.00352,0.193,0.007,-0.007,10.11
2MASS 19142829+4805542,b,-0.09,,-0.19,-0.22,-0.32,-0.08,-0.2,-0.12,-0.09,,-0.04,-0.01,-0.05,-0.29,,-0.1,-0.17,288.6178781,48.0983883,264.134,-784.049,922.039,1238.81,N/A,,,,,,,5499.0,4.5,0.96,0.91,,,Gaia DR2 2130963696251416960,TIC 299032517,Transit,12.12582991,7.572e-05,-7.572e-05,,,,,,,,,,,,,0.143,0.016,-0.014,
2MASS 19142829+4805542,c,-0.09,,-0.19,-0.22,-0.32,-0.08,-0.2,-0.12,-0.09,,-0.04,-0.01,-0.05,-0.29,,-0.1,-0.17,288.6178781,48.0983883,264.134,-784.049,922.039,1238.81,N/A,,,,,,,5499.0,4.5,0.96,0.91,,,Gaia DR2 2130963696251416960,TIC 299032517,Transit,19.98795,0.00031,-0.00031,0.143,,,,,,89.38,,,,,,,,,42.0
HIP 99825,b,0.05,-3.16,0.12,0.04,0.13,0.1,0.09,0.04,0.03,0.2,0.15,0.21,0.04,0.04,0.21,0.07,,303.8224651,-27.032976,4.362,-6.51,-3.998,8.8,thin,K2+V,5.72,0.878,-73.2,-11.7,-18.6,5067.8,4.47,0.85,0.82,,,Gaia DR2 6847167606385195648,TIC 326096771,Radial Velocity,74.062,0.085,-0.085,0.3262,0.0036,-0.0037,0.14,0.12,-0.093,,,,0.0451,0.0064,-0.0059,,,,
HIP 99825,c,0.05,-3.16,0.12,0.04,0.13,0.1,0.09,0.04,0.03,0.2,0.15,0.21,0.04,0.04,0.21,0.07,,303.8224651,-27.032976,4.362,-6.51,-3.998,8.8,thin,K2+V,5.72,0.878,-73.2,-11.7,-18.6,5067.8,4.47,0.85,0.82,,,Gaia DR2 6847167606385195648,TIC 326096771,Radial Velocity,525.8,9.2,-9.2,1.18,0.025,-0.025,0.32,0.11,-0.11,90.0,,,0.076,0.016,-0.016,,,,
2MASS 19470525+4145199,b,0.13,,0.14,0.26,-0.04,0.09,0.26,-0.01,0.14,,0.17,0.27,0.09,-0.01,,0.08,0.31,296.7718908,41.7555528,290.277,-575.351,575.288,863.86,N/A,,,,,,,5521.0,4.43,0.97,1.0,,,Gaia DR2 2076955822541823744,TIC 239229224,Transit,4.16696217,4.14e-06,-4.14e-06,,,,,,,,,,,,,0.285,0.062,-0.034,
2MASS 19470525+4145199,c,0.13,,0.14,0.26,-0.04,0.09,0.26,-0.01,0.14,,0.17,0.27,0.09,-0.01,,0.08,0.31,296.7718908,41.7555528,290.277,-575.351,575.288,863.86,N/A,,,,,,,5521.0,4.43,0.97,1.0,,,Gaia DR2 2076955822541823744,TIC 239229224,Transit,11.46347165,1.706e-05,-1.706e-05,,,,,,,,,,,,,,,,
2MASS 19470525+4145199,d,0.13,,0.14,0.26,-0.04,0.09,0.26,-0.01,0.14,,0.17,0.27,0.09,-0.01,,0.08,0.31,296.7718908,41.7555528,290.277,-575.351,575.288,863.86,N/A,,,,,,,5521.0,4.43,0.97,1.0,,,Gaia DR2 2076955822541823744,TIC 239229224,Transit,39.6027551,0.0003412,-0.0003412,,,,,,,,,,,,,0.211,0.045,-0.026,
HIP 48780,b,0.26,,,0.12,0.21,0.15,-0.04,0.21,0.33,,0.26,0.21,0.29,0.11,0.51,0.23,0.36,149.2409942,-15.8951175,-56.043,33.354,-18.572,67.81,thin,F7V,7.41,0.51,6.6,-19.8,-11.3,6388.0,4.25,1.26,1.67,,,Gaia DR2 5685917541714610688,TIC 348964243,Radial Velocity,1488.79122664,58.0164537,-46.45771508,2.762119,0.146845,-0.153674,0.821127,0.10134,-0.185414,93.591,43.178,-50.055,12.81667,8.69601,-4.96211,,,,
2MASS 19493945+4603389,b,-0.05,,-0.17,-0.14,-0.23,-0.08,-0.09,-0.11,-0.03,,0.02,-0.74,-0.05,-0.3,,-0.06,-0.04,297.4144292,46.0608224,588.533,-1134.696,1326.475,1842.13,N/A,,,,,,,5919.0,4.03,1.08,1.66,,,Gaia DR2 2080247996570836736,TIC 273132601,Transit,,,,,,,,,,,,,,,,0.534,0.076,-0.06,
HIP 114322,b,0.32,,0.3,0.11,0.42,0.29,0.42,0.36,0.33,0.56,0.31,0.43,0.35,0.28,0.64,0.41,0.14,347.2946958,-2.2607459,28.1,-6.335,-1.137,28.83,thin,K3V,8.63,1.012,-73.6,-58.6,-7.4,4861.3,4.46,0.8,0.82,,,Gaia DR2 2638410646295370880,TIC 278952345,Radial Velocity,225.7,0.4,-0.4,0.69,0.01,-0.01,0.3,0.1,-0.1,,,,0.2,0.06,-0.06,,,,
2MASS 19294147+3815587,b,-0.02,,-0.08,0.1,-0.18,-0.08,-0.22,-0.1,0.04,,-0.02,-0.11,-0.02,-0.29,,-0.09,0.06,292.4228179,38.2663114,298.381,-723.109,617.039,996.32,N/A,,,,,,,5892.3,3.78,1.07,2.2,,,Gaia DR2 2051937638040407808,TIC 137635103,Transit,42.91376733,0.00029542,-0.00029542,,,,,,,,,,,,,,,,
2MASS 19441297+4549373,b,0.05,,0.06,-0.08,-0.08,0.06,-0.07,0.03,0.05,,0.01,0.04,0.02,-0.04,,0.08,-0.06,296.0540711,45.8270615,264.924,-541.876,620.84,865.6,N/A,,,,,,,5472.9,4.43,0.96,0.99,,,Gaia DR2 2080193506325008256,TIC 272083995,Transit,0.93875077,1.16e-06,-1.16e-06,0.0189,,,,,,88.81,,,,,,,,,5.237
HIP 16069,b,-0.01,,-0.11,,0.09,-0.03,0.28,-0.03,0.12,0.67,0.34,0.62,0.05,-0.12,0.17,0.04,,51.7467619,-63.4991005,4.509,5.719,-14.605,16.32,thin,K4.5V,8.14,1.13,9.1,-64.2,-16.9,4642.5,4.32,0.73,0.71,,,Gaia DR2 4673947174316727040,TIC 279741379,Transit,35.61344463,4.274e-05,-4.274e-05,,,,,,,,,,,,,0.235,0.03,-0.03,
HIP 16069,c,-0.01,,-0.11,,0.09,-0.03,0.28,-0.03,0.12,0.67,0.34,0.62,0.05,-0.12,0.17,0.04,,51.7467619,-63.4991005,4.509,5.719,-14.605,16.32,thin,K4.5V,8.14,1.13,9.1,-64.2,-16.9,4642.5,4.32,0.73,0.71,,,Gaia DR2 4673947174316727040,TIC 279741379,Transit,7.78993,0.00051,-0.00044,0.0695,0.0021,-0.0023,,,,88.9,0.5,-0.37,0.01164,,,0.08,0.006,-0.005,21.8
2MASS 19352029+4237298,b,0.08,,-0.03,0.04,-0.28,-0.04,-0.12,-0.03,0.06,,0.06,0.08,0.1,-0.16,,-0.12,0.11,293.834546,42.6249549,232.392,-526.044,529.285,781.58,N/A,,,,,,,6291.7,4.28,1.23,1.33,,,Gaia DR2 2077764169742391808,TIC 270705735,Transit,4.417463,2.5e-05,-2.5e-05,0.056,,,,,,84.8,,,,,,,,,7.9
HIP 16085,b,0.04,,0.14,0.06,0.07,0.07,0.1,0.05,0.06,0.08,0.12,0.15,0.08,0.01,0.09,0.06,0.23,51.8020081,-58.3236801,10.799,13.724,-28.301,33.26,thin,G9IV-V,7.94,0.761,-30.3,-46.3,-13.2,5456.5,4.38,0.95,0.92,,,Gaia DR2 4729947569262040960,TIC 197792776,Radial Velocity,22.6786,0.0085,-0.0087,0.1455,0.0058,-0.0063,0.12,0.09,-0.08,,,,0.0259,0.0034,-0.0033,,,,
HIP 16085,c,0.04,,0.14,0.06,0.07,0.07,0.1,0.05,0.06,0.08,0.12,0.15,0.08,0.01,0.09,0.06,0.23,51.8020081,-58.3236801,10.799,13.724,-28.301,33.26,thin,G9IV-V,7.94,0.761,-30.3,-46.3,-13.2,5456.5,4.38,0.95,0.92,,,Gaia DR2 4729947569262040960,TIC 197792776,Radial Velocity,53.7357,0.0312,-0.0309,0.2586,0.0103,-0.0113,0.07,0.06,-0.05,,,,0.0547,0.0056,-0.0056,,,,
2MASS 19101553+4418180,b,-0.09,,-0.12,-0.13,-0.21,-0.07,-0.18,-0.1,-0.04,,-0.09,-0.03,-0.1,-0.25,,-0.1,-0.44,287.5647017,44.3050019,127.751,-403.584,413.173,591.53,N/A,,,,,,,5073.0,4.59,0.85,0.77,,,Gaia DR2 2106137960646125312,TIC 158494327,Transit,10.39986173,4.516e-05,-4.516e-05,0.0862,,,,,,87.28,,,,,,,,,15.97
2MASS 19101553+4418180,c,-0.09,,-0.12,-0.13,-0.21,-0.07,-0.18,-0.1,-0.04,,-0.09,-0.03,-0.1,-0.25,,-0.1,-0.44,287.5647017,44.3050019,127.751,-403.584,413.173,591.53,N/A,,,,,,,5073.0,4.59,0.85,0.77,,,Gaia DR2 2106137960646125312,TIC 158494327,Transit,20.13490007,3.548e-05,-3.548e-05,0.1339,,,,,,88.28,,,,,,,,,26.6
2MASS 19533486+4748540,b,0.36,-1.9,0.17,0.15,0.01,0.14,0.06,0.17,0.28,0.53,0.26,0.25,0.3,0.14,0.16,0.26,0.19,298.3952679,47.8150139,230.169,-425.773,534.064,720.75,N/A,,,,,,,5781.0,4.53,1.04,1.01,,,Gaia DR2 2086449761846310784,TIC 273874849,Transit,1.48571095,5e-08,-5e-08,0.0257,,,,,,89.95,,,,,,,,,5.661
B-09 06003,b,0.42,,0.3,0.28,0.43,0.34,0.37,0.29,0.39,,0.33,0.33,0.41,0.46,,0.5,0.35,338.368388,-9.0227714,282.279,-111.942,-48.22,307.47,N/A,,,,,,,4911.0,,,3.12,,,Gaia DR2 2609222216055014144,TIC 250977648,Transit,4.60543,0.00046,-0.00046,,,,,,,80.39,4.19,-4.19,0.09,0.05,-0.05,0.56,0.15,-0.15,3.41
2MASS 19052593+4224234,b,0.01,,,-0.07,-0.13,-0.01,-0.1,-0.06,0.01,,-0.02,0.04,-0.02,-0.17,,-0.01,0.03,286.3580657,42.4064924,202.681,-690.518,657.279,974.63,N/A,,,,,,,5412.0,4.53,0.94,0.87,,,Gaia DR2 2105506119417943168,TIC 158216544,Transit,19.25405306,5.231e-05,-5.231e-05,,,,,,,,,,,,,0.258,0.039,-0.018,
2MASS 19052593+4224234,c,0.01,,,-0.07,-0.13,-0.01,-0.1,-0.06,0.01,,-0.02,0.04,-0.02,-0.17,,-0.01,0.03,286.3580657,42.4064924,202.681,-690.518,657.279,974.63,N/A,,,,,,,5412.0,4.53,0.94,0.87,,,Gaia DR2 2105506119417943168,TIC 158216544,Transit,54.1561078,0.0002783,-0.0002783,0.2838,,,,,,88.81,,,,,,,,,50.0
2MASS 19105011+4719589,b,0.11,,-0.1,0.2,-0.12,0.05,-0.26,0.07,0.15,,0.12,0.16,0.12,-0.23,,-0.01,0.26,,,,,,,N/A,,,,,,,6378.0,,,2.0,,,,TIC 158561566,Transit,6.7901211,5.6e-07,-5.6e-07,,,,,,,,,,,,,,,,
2MASS 19063122+3856441,b,0.03,,-0.05,0.02,-0.17,0.04,-0.17,-0.07,0.17,,0.09,-0.15,0.02,-0.3,,-0.02,-0.17,286.6300912,38.9455775,201.647,-675.115,569.456,905.94,N/A,,,,,,,5624.0,3.87,1.0,1.93,,,Gaia DR2 2100009935669354240,TIC 120961632,Transit,14.55731705,1.399e-05,-1.399e-05,0.1176,,,,,,89.95,,,,,,,,,14.7265
2MASS 19025123+4136211,b,0.07,,-0.23,0.13,-0.4,-0.1,-0.5,-0.02,0.21,,0.04,-0.1,0.02,-0.28,,-0.11,0.09,285.7135041,41.6058815,142.364,-506.018,466.802,703.01,N/A,,,,,,,6499.4,,,1.59,,,Gaia DR2 2103960721465412864,TIC 120577770,Transit,2.76122421,1.477e-05,-1.477e-05,0.0435,,,,,,84.8,,,,,,,,,5.23
2MASS 19493398+4833384,b,0.13,,,0.33,-0.04,0.05,-0.14,0.01,0.18,,0.17,0.07,0.14,-0.23,,,0.27,297.391583,48.5606956,492.972,-951.381,1213.718,1619.03,N/A,,,,,,,6225.0,3.82,1.2,2.23,,,Gaia DR2 2086727319810829440,TIC 28089606,Transit,44.9309804,0.00024,-0.00024,,,,,,,,,,,,,0.227,0.04,-0.015,
2MASS 19395364+4512492,b,-0.5,,-0.39,-0.35,-0.62,-0.41,-0.36,-0.38,-0.4,,-0.37,-0.23,-0.55,-0.86,,-0.53,-0.59,294.9735016,45.2136727,144.547,-310.357,344.931,486.0,N/A,,,,,,,5698.0,4.54,1.01,0.9,,,Gaia DR2 2079885608708649344,TIC 271352188,Transit,9.36059705,2.31e-05,-2.31e-05,0.0844,,,,,,86.69,,,,,,,,,13.92
2MASS 19395364+4512492,c,-0.5,,-0.39,-0.35,-0.62,-0.41,-0.36,-0.38,-0.4,,-0.37,-0.23,-0.55,-0.86,,-0.53,-0.59,294.9735016,45.2136727,144.547,-310.357,344.931,486.0,N/A,,,,,,,5698.0,4.54,1.01,0.9,,,Gaia DR2 2079885608708649344,TIC 271352188,Transit,14.6671927,5.225e-05,-5.225e-05,0.1095,,,,,,88.81,,,,,,,,,25.49
2MASS 19395364+4512492,d,-0.5,,-0.39,-0.35,-0.62,-0.41,-0.36,-0.38,-0.4,,-0.37,-0.23,-0.55,-0.86,,-0.53,-0.59,294.9735016,45.2136727,144.547,-310.357,344.931,486.0,N/A,,,,,,,5698.0,4.54,1.01,0.9,,,Gaia DR2 2079885608708649344,TIC 271352188,Transit,30.86437869,5.41e-05,-5.41e-05,,,,,,,,,,,,,0.183,0.029,-0.008,
2MASS 19395364+4512492,e,-0.5,,-0.39,-0.35,-0.62,-0.41,-0.36,-0.38,-0.4,,-0.37,-0.23,-0.55,-0.86,,-0.53,-0.59,294.9735016,45.2136727,144.547,-310.357,344.931,486.0,N/A,,,,,,,5698.0,4.54,1.01,0.9,,,Gaia DR2 2079885608708649344,TIC 271352188,Transit,68.1609897,0.0004525,-0.0004525,,,,,,,,,,,,,,,,
2MASS 19555332+4407565,b,-0.12,,-0.18,-0.24,-0.27,-0.15,-0.22,-0.12,-0.11,,-0.1,-0.12,-0.12,-0.24,,-0.1,-0.12,298.972204,44.1323794,203.08,-366.786,406.744,584.14,N/A,,,,,,,5238.0,4.58,0.89,0.8,,,Gaia DR2 2079028676836456960,TIC 268483792,Transit,148.46005746,0.00050387,-0.00050387,,,,,,,,,,,,,,,,
2MASS 19555332+4407565,c,-0.12,,-0.18,-0.24,-0.27,-0.15,-0.22,-0.12,-0.11,,-0.1,-0.12,-0.12,-0.24,,-0.1,-0.12,298.972204,44.1323794,203.08,-366.786,406.744,584.14,N/A,,,,,,,5238.0,4.58,0.89,0.8,,,Gaia DR2 2079028676836456960,TIC 268483792,Transit,7.12768673,4.035e-05,-4.035e-05,0.068,,,,,,89.95,,,,,,,,,22.38
2MASS 19115949+5056395,b,0.15,,0.64,0.64,0.12,0.18,0.14,0.22,0.2,,0.15,0.16,0.11,0.04,,0.19,-0.05,287.9979125,50.9443521,51.075,-157.213,203.725,262.35,N/A,,,,,,,4725.0,4.62,0.75,0.77,,,Gaia DR2 2133369840008452224,TIC 298834019,Transit,4.75400115,2.95e-06,-2.95e-06,0.0491,,,,,,89.38,,,,,,,,,14.53
2MASS 19115949+5056395,c,0.15,,0.64,0.64,0.12,0.18,0.14,0.22,0.2,,0.15,0.16,0.11,0.04,,0.19,-0.05,287.9979125,50.9443521,51.075,-157.213,203.725,262.35,N/A,,,,,,,4725.0,4.62,0.75,0.77,,,Gaia DR2 2133369840008452224,TIC 298834019,Transit,8.9250744,7.7e-07,-7.7e-07,,,,,,,,,,,,,,,,
2MASS 19080948+4638244,b,-0.24,,-0.14,-0.03,-0.52,-0.27,-0.31,-0.21,-0.25,,-0.16,-0.31,-0.21,-0.53,,-0.28,-0.28,287.0394956,46.6401225,234.027,-763.585,845.727,1163.22,N/A,,,,,,,6023.0,4.24,1.12,1.33,,,Gaia DR2 2130625287187139072,TIC 158393923,Transit,11.8693144,0.0001749,-0.0001749,0.104,,,,,,86.93,,,,,,,,,13.63
2MASS 19080948+4638244,c,-0.24,,-0.14,-0.03,-0.52,-0.27,-0.31,-0.21,-0.25,,-0.16,-0.31,-0.21,-0.53,,-0.28,-0.28,287.0394956,46.6401225,234.027,-763.585,845.727,1163.22,N/A,,,,,,,6023.0,4.24,1.12,1.33,,,Gaia DR2 2130625287187139072,TIC 158393923,Transit,17.9776037,0.000168,-0.000168,0.1372,,,,,,88.06,,,,,,,,,21.31
HIP 49067,b,,,-0.12,,0.18,-0.09,0.12,-0.01,0.09,0.42,0.2,0.48,0.02,-0.18,0.09,0.01,,150.1988358,-9.5166786,-35.374,20.26,-6.834,41.33,thin,K3V,9.86,1.071,-77.8,-48.1,-12.1,4816.0,4.43,0.78,0.69,,,Gaia DR2 3770419611540574080,TIC 33355302,Radial Velocity,5.6,0.02,-0.02,0.06,,,0.15,0.15,-0.15,,,,0.04,0.01,-0.01,,,,
